Company_Brand,Sector,Stage,BIO,Year,HeadQuarter,Amount($)
KoineArth,Blockchain startup,Series,"Koinearth is a stealth mode startup working at the intersection of blockchains, machine learning and mechanism design",2021,Bangalore,
ImaginXP,Technology,Undisclosed,ImaginXP is a curriculum company with a focus on training and certification in UX Design and Design Thinking.,2021,Pune,
Virohan,Technology,Undisclosed,Virohan is an edtech company using technology to prepare a future-ready workforce for the healthcare industry.,2021,Gurugram,
Apna.co,Recruitment,Undisclosed,Apna is a recruitment platform that gives opportunities for blue or grey collar jobs.,2021,Bangalore,
ideaForge,Drone,Undisclosed,ideaForge is an Indian company engaged in the development of unmanned aerial systems.,2021,Mumbai,
Clairco,Technology,Undisclosed,Clairco provides enhanced air purification and real-time insights for breathable air indoors.,2021,Bangalore,
Lenskart,Fashion,Undisclosed,Lenskart is an India-based online shopping portal for eyewear.,2021,"Faridabad, Haryana",
ParkSmart,Automotive,Seed,ParkSmart is a parking management application.,2021,Delhi,
Virohan,Technology,Series,Virohan is an EdTech company that offers healthcare vocational training to students to build a career in the healthcare industry.,2021,Gurugram,
BankSathi,Technology,Seed,"Bank Sathi provides loans, insurance, cards comparison, and approval facility.",2021,Delhi,
Spark Studio,Technology,Seed,Online courses to build creativity and confidence in children through extra-curricular learning,2021,Bangalore,
BlissClub,Fashion,Seed,"BlissClub is a community first women’s activewear brand. It is a Direct-to-Consumer brand in the active lifestyle space, founded in 2020 by ISB Alum Minu Margeret",2021,Bangalore,
BricSpaces,Real estate,Seed,"A prop-tech company that finds and customizes offices, living, or retail spaces based on your requirements.",2021,Bangalore,
ANSR,Consulting,Series,"ANSR Consulting is providing end-to-end services for companies, setting up captive service centers.",2021,Bangalore,
Keito,Artificial intelligence,Seed,"NO-CODE <> Human-assisted machine learning platform for document processing, to break information silos for enterprises",2021,Pune,
Reccy Adventures,Sports startup,Seed,Reccy Adventures is an adventure sports startup.,2021,Gurugram,
Magenta EV,Renewable Energy,Series,Magenta is in the business of Enabling electric mobility & Making electricity clean,2021,Mumbai,
Karbon Card,Technology,Series,Karbon Card is a financial platform for Indian entrepreneurs.,2021,Bangalore,
Wysa,Artificial intelligence,Series,Wysa is an AI conversational agent that has been shown to help improve mental health,2021,Bangalore,
Agnikul,Technology,Series,"Agnikul is a space tech startup that designs, manufactures, tests, and launch orbital class rockets for micro and nano satellites.",2021,Chennai,
LegalPay,Technology,Seed,A trusted financial partner for advocates and corporate.,2021,Delhi,
Glamplus,Internet Services,Series,India's #1 SaaS based Salon experience Software,2021,Bangalore,
Tekie,Technology,Seed,"Tekie is a live coding platform for kids that uses the power of storytelling, to make learning to code a movie-like experience.",2021,Gurugram,
Asirvad Microfinance,Technology,Undisclosed,Asirvad Microfinance provides microfinance loans to women from a poor and low-income households.,2021,Chennai,
Avalon Labs,Technology,Series,"Avalon Labs incubates, invests, partners with and spearheads technology companies that are on the cutting edge.",2021,Bangalore,
Betterhalf.ai,Matrimony,Series,India’s first and only matrimony app without parents. 10L verified profiles 20L matches 50K relationships 3K marriages,2021,Bangalore,
Koo,Social Media,Series,Koo App operates as a microblogging app.,2021,Bangalore,
Rezo.ai,Artificial intelligence,Seed,Conversational AI platform - Innovate the way you communicate,2021,Noida,
Mentoria,Technology,Series,Mentoria is a holistic career discovery platform that enables students to discover themselves and the careers they will enjoy and excel at.,2021,Mumbai,
Cuvette Tech,Human Resources,Seed,Help startups to find interns who are verified on their software development skills and problem-solving abilities.,2021,Bangalore,
Clensta,Technology,Undisclosed,A biotechnology start-up was incorporated to improve the National Hygiene condition whilst addressing the aspect of water conservation.,2021,Delhi,
FarMart,Technology,Series,FarMart is a micro-SaaS platform that helps food businesses source high quality produce at affordable prices,2021,Gurugram,
Kodo Card,Technology,Seed,Kodo card is a corporate card for new economy businesses in India.,2021,Mumbai,
Polygon,Crypto,Undisclosed,Polygon is a blockchain scalability platform.,2021,Mumbai,
Get My Parking,Mobility,Undisclosed,"Get My Parking, is a B2B Platform-as-a-Service company.",2021,Delhi,
Cellestial,Electronics,Series,Cellestial E-mobility is a city-based startup working in developing electric tractors with the longest battery life.,2021,Hyderabad,
FanCode,Sports startup,Undisclosed,"FanCode is a multi sport aggregator platform for every sports fan, focusing on long trail sports content and contextual commerce.",2021,Mumbai,
Jai Kisan,Technology,Series,Jai Kisan is a fintech platform that provides sustainable financing for rural emerging markets,2021,Mumbai,
Plum,Health Care,Series,High quality health insurance and health benefits,2021,Bangalore,
ThatMate,Health Care,Undisclosed,ThatMate is a sexual and mental wellness app for teens.,2021,Satara,
Klassroom,Technology,Series,Klassroom offers a one-of-a-kind LIVE interactive learning experience to students.,2021,Mumbai,
Convin,Internet Services,Seed,Convin is a conversation intelligence platform that helps remote sales teams to understand conversations on a deeper levels.,2021,Bangalore,
Mensa Brands,Clothing,Series,"Mensa scales brands leveraging its expertise in ecommerce, technology, marketing, category management & demand planning.",2021,Bangalore,
Disruptium,Consulting,Undisclosed,A consultancy platform for startups,2021,Ahmedabad,
MedTel Healthcare,Health Care,Series,An aggregator for Digital Health Clinics in low resource settings.,2021,Orissia,
Pickright Technologies,Technology,Undisclosed,Pickright is a fintech marketplace platform for stock market investors and the stock market advisors.,2021,Bangalore,
Ingenium,Technology,Seed,Ingenium Education has been pushing e-learning by bringing small and medium sized institutes and schools online.,2021,Delhi,
BharatPe,Technology,Dept,"BharatPe is the definitive platform for financial services. We process payments via UPI and POS, and provide credit / loans to our merchants",2021,Delhi,
RuleZero,Technology,Seed,Rulezero is a technology platform created by experienced startup executives to automate and manage the equity ownership of a startup.,2021,Bangalore,
Rubix Data Sciences,IT startup,Seed,"Rubix Data Sciences focuses on simplifying decision making for Credit, Risk, Compliance, Supply Chain and Marketing professionals in the B2B domain.",2021,Mumbai,
Locobuzz,Analytics,Series,LocoBuzz is an analytics-based integrated marketing platform.,2021,Mumbai,
We Founder Circle,Technology,Seed,"A global platform of founders for founders offering investment, network and business opportunities.",2021,Mumbai,
Haqdarshak,Financial Services,Series,Haqdarshak is a tech platform that connects citizens with their eligible welfare schemes.,2021,Jaipur,
Celcius,Logistics,Seed,The “ONLINE” Cold Chain network for Reefer trucks and Cold storage facilities.,2021,Mumbai,
Enthu.ai,Artificial intelligence,Undisclosed,Enthu.AI operates as a conversation intelligence startup.,2021,Chandigarh,
Myelin Foundry,Artificial intelligence,Series,"Myelin Foundry is a deep tech product start-up transforming human experiences and industry outcomes by building Artificial Intelligence algorithms on video, voice, and sensor data, for consumer edge devices",2021,Bangalore,
SuperOps.ai,Artificial intelligence,Seed,SuperOps.ai is an early stage startup in the MSP space.,2021,Chennai,
6Degree,Retail,Undisclosed,6Degree is a fashion retail startup that provides a launchpad to fashion talent and brands using a tech-enabled platform.,2021,Mumbai,
Teachmint,Technology,Series,Teachmint is an online learning platform that focuses on tutor-student connectivity.,2021,Bangalore,
Sarathi,Health Care,Seed,"Offer a range of services like lab tests, consultation at home, nursing services, emergency services, and appointment management.",2021,Jodhpur,
Jidoka Technologies,Technology,Seed,"Deliver automation of visual inspection, retaining the power of human intelligence, to enhance quality and efficiency",2021,Chennai,
Rapido,Transport Services,Series,Rapido is a bike taxi service that encourages people to offer bike rides to other people.,2021,Bangalore,
BYJU'S,Technology,Undisclosed,BYJU'S is an educational technology company that develops personalized learning programs for K-12 students.,2021,Bangalore,
ElasticRun,E-commerce,Series,ElasticRun develops an online system that improves the reception of orders from customers and the dispatch of delivery drivers.,2021,Pune,
Avail Finance,Technology,Dept,Avail is a mobile-first platform aiming to financially include the urban mass of India.,2021,Bangalore,
Nivesh,Technology,Series,Nivesh.com is a mass market mutual funds investment platform.,2021,Noida,
Thingsup,IoT platform,Undisclosed,Thingsup is an Enterprise Grade IoT Platform.,2021,Pune,
Arthya Wealth and Investments,Technology,Series,"A comprehensive, high quality, open-architecture based Wealth Management and Investment Advisory platform, to cater to investors across the board: Individuals, Businesses/Corporate Treasuries, Family Offices, Trusts and more.",2021,Mumbai,
Zepto,E-commerce,Undisclosed,Grocery delivery startup,2021,Mumbai,60000000.0
Fi,Financial Services,Series,Fi is a neo bank.,2021,Bangalore,50000000.0
Kiko Live,E-Commerce,Series,Video-based social commerce startup,2021,Gurugram,1000000.0
TurboHire,Technology,Undisclosed,"Industry-leading augmented intelligence software for Talent Intelligence, Recruitment Automation, and Applicant Tracking",2021,Hyderabad,
The Hosteller,Hospitality,Series,"Pit-stop for global as well as local travellers to relax, rejuvenate and experience India’s rich heritage while not worrying about a clean, safe and smart place to stay.",2021,Mumbai,1000000.0
SatSure,Defense & Space,Undisclosed,SatSure is an innovative decision analytics company,2021,Bangalore,
Ruptok Fintech,Financial Services,Series,"Ruptok fintech Pvt. Ltd. is an online gold loan service provider , with attractive interests rate .",2021,Delhi,2000000.0
VilCart,Retail,Undisclosed,Vilcart's motto is sustainable rural development through stability for rural retailers.,2021,Bangalore,2000000.0
Dogsee Chew,Undisclosed,Series,100% Natural Dog Treats.,2021,Bangalore,7000000.0
Advantage Club,Technology,Series,Advantage Club is India's largest employee engagement platform.,2021,Gurugram,3300000.0
TRDR,Financial Services,Undisclosed,TRDR is an all-new approach to investing.,2021,Bangalore,150000.0
Zoomcar,Mobility,Undisclosed,Zoomcar holds the distinction of being India’s first personal mobility platform,2021,Bangalore,92000000.0
Leap India,Logistics & Supply Chain,Undisclosed,"""Leading Enterprise in Asset Pooling"" India's Largest Sustainable Supply Chain Solutions Company.",2021,Mumbai,10000000.0
SuperBottoms,Consumer Goods,Undisclosed,SuperBottoms was born out of a personal passion for cloth diapering that would give the convenience of diapers while not harming the environment and baby’s skin.,2021,Mumbai,400000.0
Cora Health,Health Care,Seed,Social commerce marketplace for everyday health and wellness.,2021,Bangalore,600000.0
